IDVol,DateVol,VilleDepart,VilleArrivee,DistanceVol,DureeVol,Statut,IDAppareil
VOL02250,20220127,Dubaï,Tokyo,4960.83,7.25,Annulé,A117
VOL02251,20241016,Londres,Moscou,1553.78,3.69,Terminé,A012
VOL02252,20240522,Hong Kong,Berlin,5426.18,7.96,Terminé,A073
VOL02253,20221225,Singapour,Sydney,9010.03,12.88,Terminé,A086
VOL02254,20220730,New York,Rome,4281.0,5.54,Terminé,A005
VOL02255,20220708,Berlin,Madrid,1166.49,2.16,Terminé,A105
VOL02256,20241130,Beijing,Londres,5054.25,7.46,Terminé,A017
VOL02257,20221023,Hong Kong,Tokyo,1840.61,2.86,Annulé,A122
VOL02258,20230430,Sydney,Beijing,6474.53,8.64,En cours,A107
VOL02259,20230120,Madrid,Toronto,3747.34,4.88,Annulé,A119
VOL02260,20241205,Berlin,Paris,538.64,0.77,En cours,A147
VOL02261,20230523,Londres,Beijing,5054.25,6.95,Annulé,A060
VOL02262,20231218,Paris,Tokyo,6038.73,9.05,Terminé,A081
VOL02263,20230623,Toronto,Rome,4399.74,5.86,Terminé,A058
VOL02264,20240314,Toronto,Rome,4399.74,7.11,Terminé,A116
VOL02265,20220602,Dubaï,Beijing,3634.71,5.9,En cours,A068
VOL02266,20240126,Paris,New York,3619.74,6.1,Terminé,A077
VOL02267,20240402,Beijing,Moscou,3598.04,5.6,Terminé,A010
VOL02268,20240720,Sydney,Singapour,9010.03,13.03,En cours,A059
VOL02269,20230505,New York,Dubaï,6829.02,9.34,En cours,A149
VOL02270,20230330,Sydney,Berlin,3198.94,5.18,Terminé,A066
VOL02271,20230829,Paris,Los Angeles,7516.55,9.91,Terminé,A102
VOL02272,20220606,Madrid,Los Angeles,6905.71,10.01,Annulé,A068
VOL02273,20220225,Moscou,Paris,1537.4,3.35,Terminé,A002
VOL02274,20220702,Londres,Sydney,2672.74,4.66,Terminé,A136
VOL02275,20240401,Toronto,Londres,3540.12,4.71,Terminé,A059
VOL02276,20240207,Dubaï,Londres,3398.47,5.38,Annulé,A011
VOL02277,20240203,Los Angeles,New York,5402.48,7.29,Terminé,A057
VOL02278,20240823,Madrid,Sydney,2804.41,5.34,En cours,A116
VOL02279,20220416,Los Angeles,New York,5402.48,8.03,En cours,A062
VOL02280,20220111,New York,Beijing,6811.61,9.25,Terminé,A102
VOL02281,20221208,Tokyo,Los Angeles,10622.14,14.83,Annulé,A001
VOL02282,20220610,Madrid,Singapour,7074.64,10.2,Terminé,A111
VOL02283,20241011,Moscou,Dubaï,2286.53,3.69,En cours,A013
VOL02284,20240529,Beijing,Sydney,6474.53,9.01,Terminé,A020
VOL02285,20231101,Berlin,Sydney,3198.94,4.88,Terminé,A071
VOL02286,20220706,Berlin,Londres,583.63,1.44,Annulé,A138
VOL02287,20241208,Singapour,Rome,6219.28,8.71,Annulé,A140
VOL02288,20220320,Sydney,Dubaï,6060.5,8.15,En cours,A107
VOL02289,20230407,Madrid,Moscou,2144.38,4.59,En cours,A005
VOL02290,20230228,Beijing,Moscou,3598.04,5.54,Terminé,A129
VOL02291,20240822,Los Angeles,Londres,7529.12,10.85,Terminé,A079
VOL02292,20230701,Beijing,Berlin,4570.23,7.56,Terminé,A014
VOL02293,20220328,Berlin,Paris,538.64,1.13,Terminé,A128
VOL02294,20220524,Moscou,Londres,1553.78,3.21,Annulé,A149
VOL02295,20230720,Madrid,New York,3578.54,4.65,Terminé,A055
VOL02296,20220228,Dubaï,Toronto,6864.43,9.19,Terminé,A137
VOL02297,20221225,Londres,Tokyo,5950.38,8.98,En cours,A142
VOL02298,20230928,Madrid,Moscou,2144.38,4.37,Terminé,A074
VOL02299,20220124,Sydney,Singapour,9010.03,12.53,Annulé,A030
VOL02300,20230220,Dubaï,Hong Kong,3682.27,4.76,Terminé,A061
VOL02301,20221014,Sydney,Rome,3495.8,4.85,Terminé,A100
VOL02302,20240317,Rome,Beijing,5048.51,6.5,Terminé,A144
VOL02303,20220529,Tokyo,Rome,6143.72,8.83,Terminé,A085
VOL02304,20230827,Los Angeles,Tokyo,10622.14,13.45,Terminé,A046
VOL02305,20221120,Sydney,Moscou,3940.11,5.5,Terminé,A140
VOL02306,20230429,Sydney,Hong Kong,7690.93,11.47,Terminé,A052
VOL02307,20240227,Rome,Paris,697.56,2.49,Terminé,A004
VOL02308,20231102,Berlin,Paris,538.64,0.69,Terminé,A110
VOL02309,20240217,Berlin,Moscou,998.88,3.15,Terminé,A021
VOL02310,20221005,Beijing,Los Angeles,11917.58,16.25,En cours,A085
VOL02311,20220601,Los Angeles,Berlin,8052.31,11.93,Annulé,A063
VOL02312,20241013,Dubaï,Londres,3398.47,4.52,Terminé,A123
VOL02313,20231201,Toronto,Madrid,3747.34,5.68,Terminé,A006
VOL02314,20220411,Madrid,Berlin,1166.49,2.83,Terminé,A026
VOL02315,20220711,Toronto,Los Angeles,5631.68,8.39,Terminé,A034
VOL02316,20240605,Tokyo,Beijing,1326.77,2.72,Annulé,A067
VOL02317,20230412,Singapour,Dubaï,3627.21,4.78,En cours,A044
VOL02318,20220527,Singapour,Hong Kong,1599.0,2.03,Terminé,A075
VOL02319,20231120,Moscou,Dubaï,2286.53,3.24,Terminé,A066
VOL02320,20240314,New York,Rome,4281.0,7.01,Terminé,A107
VOL02321,20231022,Toronto,Paris,3719.59,4.66,Terminé,A042
VOL02322,20220221,Londres,New York,3452.99,5.17,Terminé,A110
VOL02323,20230705,Rome,Toronto,4399.74,6.57,Terminé,A053
VOL02324,20240702,Dubaï,Paris,3255.26,4.76,Terminé,A042
VOL02325,20240922,Toronto,Hong Kong,7787.98,11.72,Terminé,A093
VOL02326,20230404,Tokyo,Sydney,6635.25,9.62,Terminé,A025
VOL02327,20231221,New York,Tokyo,6719.12,10.24,Terminé,A074
VOL02328,20240130,Londres,Tokyo,5950.38,9.44,Terminé,A080
VOL02329,20240525,Sydney,Dubaï,6060.5,9.47,Terminé,A139
VOL02330,20230107,Madrid,Paris,671.16,2.21,Terminé,A141
VOL02331,20240209,Dubaï,Rome,2676.65,3.43,Terminé,A018
VOL02332,20220616,Los Angeles,Sydney,5824.63,8.18,Terminé,A020
VOL02333,20230819,Dubaï,New York,6829.02,8.87,Annulé,A040
VOL02334,20230511,Sydney,New York,785.21,2.84,Terminé,A032
VOL02335,20220522,Beijing,Hong Kong,1237.81,3.07,Terminé,A001
VOL02336,20220609,Toronto,Londres,3540.12,6.23,En cours,A062
VOL02337,20230624,Moscou,Toronto,4638.08,6.15,Terminé,A017
VOL02338,20221103,Toronto,Rome,4399.74,6.23,Terminé,A070
VOL02339,20240209,Paris,Beijing,5093.95,6.63,Terminé,A046
VOL02340,20221103,Tokyo,Beijing,1326.77,2.37,Annulé,A030
VOL02341,20240228,Madrid,Los Angeles,6905.71,8.73,Terminé,A116
VOL02342,20231002,Moscou,Madrid,2144.38,3.67,Terminé,A087
VOL02343,20231231,Paris,Londres,208.87,0.6,En cours,A032
VOL02344,20220729,Dubaï,Toronto,6864.43,10.52,Terminé,A129
VOL02345,20220628,New York,Moscou,4659.09,6.5,Terminé,A137
VOL02346,20220102,Singapour,Hong Kong,1599.0,3.36,En cours,A120
VOL02347,20230915,Tokyo,Los Angeles,10622.14,14.94,Terminé,A131
VOL02348,20240620,Rome,Londres,899.67,2.83,Terminé,A032
VOL02349,20231230,Hong Kong,Dubaï,3682.27,6.32,Terminé,A124
VOL02350,20230628,Beijing,New York,6811.61,9.09,Terminé,A072
VOL02351,20220720,Madrid,Los Angeles,6905.71,9.6,Terminé,A022
VOL02352,20220920,New York,Londres,3452.99,4.85,Annulé,A092
VOL02353,20220619,New York,Moscou,4659.09,5.83,Terminé,A024
VOL02354,20230110,Berlin,Londres,583.63,1.99,Terminé,A091
VOL02355,20240523,Londres,Toronto,3540.12,5.21,En cours,A046
VOL02356,20240629,Los Angeles,Madrid,6905.71,10.48,Terminé,A100
VOL02357,20241106,New York,Singapour,9522.43,13.76,Terminé,A049
VOL02358,20240406,Beijing,Londres,5054.25,8.24,Terminé,A140
VOL02359,20220722,Paris,Madrid,671.16,1.87,Terminé,A065
VOL02360,20220214,Toronto,Hong Kong,7787.98,11.52,Terminé,A005
VOL02361,20220624,Madrid,Londres,793.57,2.86,Terminé,A023
VOL02362,20231217,Hong Kong,New York,8049.43,11.85,Terminé,A017
VOL02363,20220701,Madrid,Rome,855.37,2.77,Terminé,A042
VOL02364,20231018,Beijing,New York,6811.61,8.63,Terminé,A038
VOL02365,20240219,Moscou,Rome,1478.07,1.86,Terminé,A088
VOL02366,20220117,Sydney,Paris,2836.29,4.47,Terminé,A042
VOL02367,20230812,Berlin,Hong Kong,5426.18,7.38,Terminé,A134
VOL02368,20240418,Toronto,Madrid,3747.34,4.9,Terminé,A137
VOL02369,20240225,Beijing,Tokyo,1326.77,2.36,Annulé,A050
VOL02370,20220614,Paris,Londres,208.87,1.71,Terminé,A123
VOL02371,20230504,Dubaï,Hong Kong,3682.27,5.41,Terminé,A090
VOL02372,20241124,Singapour,Beijing,2793.35,3.51,En cours,A008
VOL02373,20221205,Tokyo,Rome,6143.72,8.54,En cours,A088
VOL02374,20240210,Moscou,Tokyo,4665.82,6.23,Terminé,A100
VOL02375,20221205,Rome,Madrid,855.37,2.13,Terminé,A111
VOL02376,20221003,Rome,Los Angeles,7648.57,11.36,Annulé,A027
VOL02377,20230626,Paris,Tokyo,6038.73,8.37,En cours,A132
VOL02378,20230831,Londres,Rome,899.67,2.95,Terminé,A104
VOL02379,20230625,Singapour,Toronto,9306.67,11.65,Terminé,A055
VOL02380,20240927,Moscou,Londres,1553.78,3.48,Terminé,A043
VOL02381,20221017,Hong Kong,Moscou,4427.56,6.03,Annulé,A049
VOL02382,20220501,Dubaï,Los Angeles,9281.76,12.54,Terminé,A124
VOL02383,20221130,Sydney,Berlin,3198.94,4.75,En cours,A018
VOL02384,20240531,Berlin,Londres,583.63,1.46,Terminé,A059
VOL02385,20230711,Londres,Los Angeles,7529.12,11.2,Terminé,A127
VOL02386,20240503,Paris,Tokyo,6038.73,8.62,Terminé,A143
VOL02387,20230828,Dubaï,Paris,3255.26,4.61,Terminé,A118
VOL02388,20240909,Beijing,Toronto,6552.51,10.17,Terminé,A100
VOL02389,20220529,Sydney,Beijing,6474.53,9.41,Terminé,A083
VOL02390,20240101,Sydney,Paris,2836.29,4.42,En cours,A095
VOL02391,20230522,Toronto,Berlin,4022.74,5.31,Terminé,A051
VOL02392,20230512,Londres,Tokyo,5950.38,8.93,Terminé,A011
VOL02393,20241003,Beijing,New York,6811.61,8.53,Terminé,A010
VOL02394,20230127,Tokyo,Singapour,3336.77,5.94,En cours,A116
VOL02395,20240717,Moscou,Rome,1478.07,3.27,Terminé,A049
VOL02396,20220730,Paris,Rome,697.56,1.09,Terminé,A001
VOL02397,20220926,Los Angeles,Madrid,6905.71,9.2,Terminé,A147
VOL02398,20230907,Londres,Tokyo,5950.38,7.71,Terminé,A091
VOL02399,20220105,Moscou,Dubaï,2286.53,3.7,Annulé,A005
VOL02400,20240312,Paris,Los Angeles,7516.55,10.06,Annulé,A096
VOL02401,20231103,Tokyo,Londres,5950.38,7.5,Terminé,A087
VOL02402,20240209,New York,Hong Kong,8049.43,11.39,Terminé,A107
VOL02403,20231028,Berlin,Tokyo,5559.08,8.85,Terminé,A002
VOL02404,20240611,Dubaï,Beijing,3634.71,6.46,Terminé,A081
VOL02405,20231108,Madrid,Tokyo,6708.32,10.35,Terminé,A119
VOL02406,20240522,Los Angeles,Dubaï,9281.76,11.84,Annulé,A022
VOL02407,20220927,Moscou,Dubaï,2286.53,3.84,En cours,A035
VOL02408,20230830,Madrid,Moscou,2144.38,3.67,Terminé,A025
VOL02409,20231010,Madrid,Beijing,5734.81,8.53,En cours,A134
VOL02410,20230207,Beijing,Hong Kong,1237.81,1.8,En cours,A144
VOL02411,20240830,Londres,Tokyo,5950.38,8.94,Annulé,A030
VOL02412,20230927,Sydney,Beijing,6474.53,9.65,Terminé,A035
VOL02413,20221221,Paris,Sydney,2836.29,4.35,En cours,A122
VOL02414,20240317,Toronto,Singapour,9306.67,13.09,Annulé,A127
VOL02415,20231007,Toronto,Londres,3540.12,5.91,Terminé,A142
VOL02416,20230811,New York,Singapour,9522.43,13.55,En cours,A142
VOL02417,20240923,Hong Kong,Madrid,6542.88,8.44,Terminé,A088
VOL02418,20230503,New York,Singapour,9522.43,13.82,Terminé,A031
VOL02419,20231021,Sydney,Los Angeles,5824.63,8.87,Terminé,A009
VOL02420,20240201,Berlin,Rome,732.34,1.17,Terminé,A082
VOL02421,20230720,Toronto,Singapour,9306.67,12.32,Terminé,A063
VOL02422,20240306,Singapour,Londres,6740.61,8.45,Terminé,A080
VOL02423,20240109,Sydney,Beijing,6474.53,9.46,Terminé,A138
VOL02424,20220813,Hong Kong,Rome,5751.7,7.29,Terminé,A109
VOL02425,20230205,Beijing,Singapour,2793.35,5.15,En cours,A076
VOL02426,20221226,Los Angeles,Rome,7648.57,10.42,Terminé,A010
VOL02427,20220216,Los Angeles,Berlin,8052.31,11.26,En cours,A028
VOL02428,20240725,Singapour,Paris,6661.5,8.34,Annulé,A015
VOL02429,20230225,Berlin,Toronto,4022.74,5.99,En cours,A077
VOL02430,20240607,Londres,Madrid,793.57,1.56,En cours,A036
VOL02431,20230811,Beijing,Toronto,6552.51,8.36,Terminé,A067
VOL02432,20220513,Londres,Singapour,6740.61,9.28,Terminé,A098
VOL02433,20240408,Rome,Londres,899.67,2.36,Terminé,A040
VOL02434,20241010,Hong Kong,Londres,5970.86,8.92,Terminé,A072
VOL02435,20221004,Madrid,Los Angeles,6905.71,9.01,Terminé,A088
VOL02436,20230904,Beijing,Madrid,5734.81,7.73,Terminé,A106
VOL02437,20230502,Paris,Beijing,5093.95,6.6,Terminé,A020
VOL02438,20230524,Berlin,Londres,583.63,1.26,Terminé,A136
VOL02439,20221103,Tokyo,Hong Kong,1840.61,3.7,En cours,A094
VOL02440,20240507,Madrid,Hong Kong,6542.88,9.51,Terminé,A020
VOL02441,20240203,Sydney,Beijing,6474.53,8.95,Terminé,A128
VOL02442,20220523,New York,Tokyo,6719.12,9.35,Annulé,A079
VOL02443,20240629,Sydney,Hong Kong,7690.93,11.18,En cours,A077
VOL02444,20240830,New York,Beijing,6811.61,8.72,Terminé,A105
VOL02445,20240322,Sydney,Hong Kong,7690.93,11.07,Annulé,A006
VOL02446,20241221,Berlin,Paris,538.64,1.9,En cours,A007
VOL02447,20241025,Los Angeles,Madrid,6905.71,9.01,Terminé,A073
VOL02448,20240427,New York,Paris,3619.74,6.23,Annulé,A084
VOL02449,20220308,Dubaï,Paris,3255.26,5.33,Annulé,A048
VOL02450,20231229,Sydney,Rome,3495.8,4.67,Terminé,A024
VOL02451,20220615,Berlin,Toronto,4022.74,5.27,Terminé,A036
VOL02452,20220803,Hong Kong,Dubaï,3682.27,5.41,Terminé,A135
VOL02453,20230515,Sydney,Madrid,2804.41,4.05,Terminé,A026
VOL02454,20231220,Singapour,Paris,6661.5,8.71,Terminé,A093
VOL02455,20221128,Dubaï,Madrid,3514.42,4.69,En cours,A030
VOL02456,20220323,Beijing,Sydney,6474.53,8.13,Terminé,A025
VOL02457,20240320,Berlin,Madrid,1166.49,1.86,Terminé,A068
VOL02458,20231102,Toronto,Rome,4399.74,7.23,En cours,A086
VOL02459,20240522,Rome,Dubaï,2676.65,4.11,Terminé,A082
VOL02460,20220727,Madrid,Dubaï,3514.42,5.44,Terminé,A032
VOL02461,20220113,Beijing,Toronto,6552.51,9.59,Terminé,A047
VOL02462,20220712,Rome,Singapour,6219.28,9.73,En cours,A148
VOL02463,20230605,Dubaï,New York,6829.02,8.98,Annulé,A055
VOL02464,20230322,Londres,Rome,899.67,1.98,En cours,A150
VOL02465,20241102,Dubaï,Rome,2676.65,3.47,Terminé,A021
VOL02466,20241119,Los Angeles,Londres,7529.12,10.27,En cours,A060
VOL02467,20230320,Dubaï,New York,6829.02,8.64,Terminé,A013
VOL02468,20240622,Rome,Sydney,3495.8,4.59,Terminé,A071
VOL02469,20240128,Moscou,Dubaï,2286.53,3.59,En cours,A080
VOL02470,20240303,Rome,Paris,697.56,2.76,En cours,A141
VOL02471,20240728,Hong Kong,Toronto,7787.98,11.16,En cours,A139
VOL02472,20241012,Beijing,Toronto,6552.51,8.68,Terminé,A021
VOL02473,20221027,Singapour,Madrid,7074.64,10.63,Terminé,A141
VOL02474,20231129,Paris,Londres,208.87,0.62,Terminé,A148
VOL02475,20220211,Rome,Tokyo,6143.72,7.68,Terminé,A140
VOL02476,20240906,New York,Los Angeles,5402.48,8.07,Terminé,A077
VOL02477,20220725,Berlin,Madrid,1166.49,2.1,Terminé,A142
VOL02478,20230820,New York,Londres,3452.99,4.89,Terminé,A077
VOL02479,20240422,Madrid,Moscou,2144.38,3.24,Terminé,A026
VOL02480,20220616,Moscou,New York,4659.09,7.04,Terminé,A104
VOL02481,20220817,Dubaï,Paris,3255.26,4.93,Terminé,A011
VOL02482,20221009,Londres,Rome,899.67,1.63,Terminé,A080
VOL02483,20231206,Moscou,Londres,1553.78,2.92,En cours,A108
VOL02484,20230922,Toronto,Berlin,4022.74,5.7,Terminé,A024
VOL02485,20231125,Londres,Tokyo,5950.38,7.66,Terminé,A086
VOL02486,20240712,Dubaï,Toronto,6864.43,9.92,Terminé,A069
VOL02487,20230219,Los Angeles,Rome,7648.57,10.93,Terminé,A014
VOL02488,20241124,Madrid,Singapour,7074.64,10.38,Terminé,A036
VOL02489,20240907,Los Angeles,Beijing,11917.58,15.16,Terminé,A018
VOL02490,20231206,Sydney,Toronto,954.64,1.91,En cours,A025
VOL02491,20240824,Sydney,Beijing,6474.53,9.71,Terminé,A002
VOL02492,20220710,Paris,Sydney,2836.29,5.03,En cours,A028
VOL02493,20240607,Toronto,Rome,4399.74,6.68,En cours,A123
VOL02494,20240706,Singapour,Rome,6219.28,8.98,Terminé,A011
VOL02495,20231007,Berlin,Dubaï,2861.96,4.05,Terminé,A121
VOL02496,20220509,Londres,Tokyo,5950.38,7.99,Terminé,A093
VOL02497,20230829,Berlin,Singapour,6157.01,8.86,Terminé,A104
VOL02498,20220324,New York,Toronto,352.45,0.62,Terminé,A139
VOL02499,20220815,Madrid,Londres,793.57,1.2,Annulé,A028
VOL02500,20220207,Moscou,Tokyo,4665.82,7.09,Annulé,A068
VOL02501,20231125,Toronto,Dubaï,6864.43,9.78,En cours,A041
VOL02502,20220803,Singapour,Madrid,7074.64,8.93,En cours,A144
VOL02503,20221124,Los Angeles,New York,5402.48,8.69,Terminé,A064
VOL02504,20230506,New York,Moscou,4659.09,7.59,Terminé,A021
VOL02505,20241113,Sydney,Rome,3495.8,6.0,Terminé,A086
VOL02506,20221215,Hong Kong,Toronto,7787.98,10.12,Terminé,A044
VOL02507,20221115,Tokyo,Moscou,4665.82,6.72,Terminé,A048
VOL02508,20231031,Rome,Paris,697.56,1.07,Terminé,A146
VOL02509,20240514,Los Angeles,Singapour,9934.68,14.3,Terminé,A027
VOL02510,20240726,Los Angeles,Moscou,9047.39,12.55,En cours,A005
VOL02511,20230411,Londres,New York,3452.99,4.92,Terminé,A121
VOL02512,20240331,Hong Kong,Madrid,6542.88,9.13,Annulé,A056
VOL02513,20230104,Beijing,Hong Kong,1237.81,3.07,Terminé,A033
VOL02514,20230108,Berlin,Toronto,4022.74,6.1,Terminé,A044
VOL02515,20240526,Tokyo,Los Angeles,10622.14,13.59,Terminé,A131
VOL02516,20240312,Toronto,Sydney,954.64,1.45,En cours,A062
VOL02517,20220220,Moscou,Paris,1537.4,2.76,En cours,A105
VOL02518,20230131,Hong Kong,Berlin,5426.18,8.21,En cours,A002
VOL02519,20240630,Hong Kong,Madrid,6542.88,9.96,Annulé,A134
VOL02520,20240520,Londres,Dubaï,3398.47,5.77,Terminé,A070
VOL02521,20240227,Rome,Berlin,732.34,2.61,Terminé,A148
VOL02522,20220101,Toronto,Dubaï,6864.43,9.7,Terminé,A049
VOL02523,20230307,Londres,Beijing,5054.25,7.01,Terminé,A127
VOL02524,20230217,Londres,Sydney,2672.74,4.07,Terminé,A141
VOL02525,20230716,Toronto,Beijing,6552.51,9.45,Terminé,A061
VOL02526,20220430,Londres,Dubaï,3398.47,4.48,En cours,A016
VOL02527,20220719,Singapour,Londres,6740.61,9.3,Terminé,A111
VOL02528,20230109,Berlin,Dubaï,2861.96,4.54,Terminé,A055
VOL02529,20240111,Londres,Moscou,1553.78,2.99,Terminé,A100
VOL02530,20231021,Londres,New York,3452.99,6.22,Terminé,A050
VOL02531,20230130,Londres,Beijing,5054.25,7.9,En cours,A136
VOL02532,20240717,Singapour,Hong Kong,1599.0,2.33,En cours,A075
VOL02533,20220813,Londres,Los Angeles,7529.12,9.96,Terminé,A089
VOL02534,20230613,Singapour,Toronto,9306.67,13.57,Terminé,A035
VOL02535,20240920,Beijing,Hong Kong,1237.81,2.13,Terminé,A104
VOL02536,20241207,Los Angeles,Paris,7516.55,11.31,En cours,A106
VOL02537,20230925,Tokyo,Sydney,6635.25,8.42,Terminé,A149
VOL02538,20240226,Dubaï,Hong Kong,3682.27,6.55,En cours,A074
VOL02539,20240305,New York,Moscou,4659.09,6.2,Annulé,A069
VOL02540,20220813,New York,Los Angeles,5402.48,8.38,Terminé,A064
VOL02541,20231205,Hong Kong,Los Angeles,11327.82,15.15,En cours,A032
VOL02542,20231213,New York,Paris,3619.74,5.59,En cours,A108
VOL02543,20240717,Moscou,New York,4659.09,6.85,Terminé,A066
VOL02544,20221211,Moscou,Madrid,2144.38,2.83,En cours,A128
VOL02545,20230824,Rome,Los Angeles,7648.57,10.44,Terminé,A001
VOL02546,20220614,Beijing,Rome,5048.51,7.33,En cours,A030
VOL02547,20220923,Paris,Beijing,5093.95,7.49,En cours,A104
VOL02548,20230925,Dubaï,Paris,3255.26,4.85,Terminé,A049
VOL02549,20220821,Singapour,Los Angeles,9934.68,13.63,Terminé,A065
VOL02550,20230425,Sydney,Los Angeles,5824.63,7.69,Terminé,A033
VOL02551,20230909,Paris,Tokyo,6038.73,7.56,Terminé,A148
VOL02552,20220819,Singapour,Moscou,5232.45,7.68,Annulé,A048
VOL02553,20230101,Rome,Sydney,3495.8,5.55,Terminé,A149
VOL02554,20240126,Los Angeles,Toronto,5631.68,7.06,Terminé,A031
VOL02555,20221008,Beijing,New York,6811.61,10.37,En cours,A064
VOL02556,20241103,Los Angeles,Sydney,5824.63,8.31,Terminé,A034
VOL02557,20240226,Rome,Toronto,4399.74,6.51,Terminé,A011
VOL02558,20240427,Hong Kong,Dubaï,3682.27,6.04,Terminé,A060
VOL02559,20221001,Hong Kong,Londres,5970.86,7.98,Terminé,A064
VOL02560,20240216,Hong Kong,Tokyo,1840.61,4.01,Terminé,A012
VOL02561,20240507,Beijing,Los Angeles,11917.58,15.49,En cours,A019
VOL02562,20230107,Singapour,Londres,6740.61,8.96,Annulé,A102
VOL02563,20240914,Berlin,Sydney,3198.94,4.24,Terminé,A035
VOL02564,20221212,Rome,New York,4281.0,5.8,En cours,A056
VOL02565,20221129,Tokyo,Moscou,4665.82,6.9,Terminé,A071
VOL02566,20240920,Dubaï,Rome,2676.65,3.93,Terminé,A029
VOL02567,20230806,Hong Kong,Toronto,7787.98,11.01,Terminé,A148
VOL02568,20221006,Sydney,Dubaï,6060.5,9.46,Terminé,A001
VOL02569,20230110,Berlin,Beijing,4570.23,6.27,Terminé,A054
VOL02570,20230928,Madrid,Singapour,7074.64,9.11,Terminé,A029
VOL02571,20240703,Londres,Toronto,3540.12,6.17,En cours,A004
VOL02572,20220411,Dubaï,Londres,3398.47,4.35,Terminé,A106
VOL02573,20231228,Beijing,Dubaï,3634.71,6.5,Terminé,A028
VOL02574,20220111,Tokyo,Toronto,6395.8,9.97,Terminé,A088
VOL02575,20240910,Paris,Dubaï,3255.26,4.49,En cours,A053
VOL02576,20220928,Sydney,Londres,2672.74,3.57,Terminé,A115
VOL02577,20230126,Dubaï,Los Angeles,9281.76,12.9,Terminé,A037
VOL02578,20240217,Madrid,Los Angeles,6905.71,9.9,Terminé,A038
VOL02579,20241023,Rome,Hong Kong,5751.7,9.13,Terminé,A032
VOL02580,20241001,Sydney,Berlin,3198.94,4.65,En cours,A095
VOL02581,20240408,Paris,Sydney,2836.29,5.44,Terminé,A084
VOL02582,20240925,Sydney,Moscou,3940.11,6.69,Terminé,A106
VOL02583,20240422,Los Angeles,Madrid,6905.71,9.16,Annulé,A097
VOL02584,20240619,Madrid,Berlin,1166.49,1.73,Terminé,A133
VOL02585,20240918,Singapour,Paris,6661.5,10.12,En cours,A071
VOL02586,20221130,Moscou,New York,4659.09,6.41,En cours,A114
VOL02587,20220610,Dubaï,Los Angeles,9281.76,13.57,Terminé,A052
VOL02588,20220224,Tokyo,Los Angeles,10622.14,14.53,En cours,A038
VOL02589,20230319,Rome,New York,4281.0,5.37,Annulé,A053
VOL02590,20230813,New York,Rome,4281.0,6.06,En cours,A100
VOL02591,20220227,Toronto,Sydney,954.64,2.65,Terminé,A091
VOL02592,20230708,Sydney,Rome,3495.8,4.93,En cours,A049
VOL02593,20230328,Rome,Singapour,6219.28,8.29,Terminé,A063
VOL02594,20230806,Los Angeles,New York,5402.48,6.78,Terminé,A126
VOL02595,20221202,Toronto,Rome,4399.74,6.81,Terminé,A126
VOL02596,20240716,Paris,Toronto,3719.59,6.39,Terminé,A071
VOL02597,20241002,Paris,Sydney,2836.29,5.42,Terminé,A112
VOL02598,20241103,Moscou,New York,4659.09,6.99,Terminé,A013
VOL02599,20220811,Londres,Singapour,6740.61,9.87,Terminé,A065
VOL02600,20220813,Madrid,Sydney,2804.41,4.88,Terminé,A001
VOL02601,20230624,Beijing,Hong Kong,1237.81,3.44,Annulé,A111
VOL02602,20240113,New York,Berlin,3968.08,5.47,Terminé,A119
VOL02603,20220318,Los Angeles,Rome,7648.57,10.81,Terminé,A041
VOL02604,20240613,Los Angeles,Beijing,11917.58,16.11,En cours,A016
VOL02605,20230315,Beijing,Los Angeles,11917.58,15.31,Terminé,A016
VOL02606,20240511,Singapour,Dubaï,3627.21,5.42,Terminé,A118
VOL02607,20220720,Berlin,Moscou,998.88,1.9,Terminé,A135
VOL02608,20230513,Tokyo,Toronto,6395.8,8.4,Terminé,A075
VOL02609,20230824,Sydney,Dubaï,6060.5,8.84,En cours,A053
VOL02610,20220227,Berlin,Hong Kong,5426.18,8.5,Terminé,A106
VOL02611,20240701,Londres,New York,3452.99,5.11,Terminé,A029
VOL02612,20230614,Berlin,Londres,583.63,1.62,En cours,A074
VOL02613,20231206,Rome,Hong Kong,5751.7,8.65,Annulé,A037
VOL02614,20220619,Beijing,Hong Kong,1237.81,2.42,Terminé,A073
VOL02615,20240609,Los Angeles,Rome,7648.57,9.86,Terminé,A072
VOL02616,20220820,Los Angeles,New York,5402.48,7.71,Terminé,A046
VOL02617,20230422,Tokyo,New York,6719.12,9.39,Terminé,A110
VOL02618,20230225,Rome,Madrid,855.37,1.99,En cours,A004
VOL02619,20231211,Madrid,Hong Kong,6542.88,9.81,Terminé,A122
VOL02620,20240517,Londres,Tokyo,5950.38,7.79,Terminé,A136
VOL02621,20221127,Madrid,Berlin,1166.49,2.6,Terminé,A017
VOL02622,20221004,Toronto,New York,352.45,2.33,Terminé,A117
VOL02623,20230219,Dubaï,New York,6829.02,8.9,Terminé,A090
VOL02624,20230219,Los Angeles,Tokyo,10622.14,13.84,Annulé,A078
VOL02625,20220423,Los Angeles,Berlin,8052.31,10.69,Terminé,A058
VOL02626,20231211,Singapour,New York,9522.43,13.67,Terminé,A116
VOL02627,20241217,Madrid,Toronto,3747.34,6.32,Terminé,A052
VOL02628,20230721,Berlin,Tokyo,5559.08,8.32,Annulé,A071
